zip,county_fips,county_name
94538,06001,Alameda County
94539,06001,Alameda County
94541,06001,Alameda County
94542,06001,Alameda County
94544,06001,Alameda County
94545,06001,Alameda County
94546,06001,Alameda County
94547,06013,Contra Costa County
94548,06013,Contra Costa County
94549,06013,Contra Costa County
94550,06001,Alameda County
94551,06001,Alameda County
94552,06001,Alameda County
94553,06013,Contra Costa County
94555,06001,Alameda County
94556,06013,Contra Costa County
94558,06055,Napa County
94559,06055,Napa County
94560,06001,Alameda County
94561,06013,Contra Costa County
94562,06055,Napa County
94563,06013,Contra Costa County
94564,06013,Contra Costa County
94565,06013,Contra Costa County
94566,06001,Alameda County
94567,06055,Napa County
94568,06001,Alameda County
94569,06013,Contra Costa County
94571,06095,Solano County
94572,06013,Contra Costa County
94573,06055,Napa County
94574,06055,Napa County
94575,06013,Contra Costa County
94576,06055,Napa County
94577,06001,Alameda County
94578,06001,Alameda County
94579,06001,Alameda County
94580,06001,Alameda County
94582,06013,Contra Costa County
94583,06013,Contra Costa County
94585,06095,Solano County
94586,06001,Alameda County
94587,06001,Alameda County
94588,06001,Alameda County
94589,06095,Solano County
94590,06095,Solano County
94591,06095,Solano County
94592,06095,Solano County
94595,06013,Contra Costa County
94596,06013,Contra Costa County
94597,06013,Contra Costa County
94598,06013,Contra Costa County
94599,06055,Napa County
94601,06001,Alameda County
94602,06001,Alameda County
94603,06001,Alameda County
94605,06001,Alameda County
94606,06001,Alameda County
94607,06001,Alameda County
94608,06001,Alameda County
94609,06001,Alameda County
94610,06001,Alameda County
94611,06001,Alameda County
94612,06001,Alameda County
94613,06001,Alameda County
94618,06001,Alameda County
94619,06001,Alameda County
94621,06001,Alameda County
94702,06001,Alameda County
94703,06001,Alameda County
94704,06001,Alameda County
94705,06001,Alameda County
94706,06001,Alameda County
94707,06001,Alameda County
94708,06013,Contra Costa County
94709,06001,Alameda County
94710,06001,Alameda County
94720,06001,Alameda County
94801,06013,Contra Costa County
94803,06013,Contra Costa County
94804,06013,Contra Costa County
94805,06013,Contra Costa County
94806,06013,Contra Costa County
94901,06041,Marin County
94903,06041,Marin County
94904,06041,Marin County
94920,06041,Marin County
94922,06097,Sonoma County
94923,06097,Sonoma County
94924,06041,Marin County
94925,06041,Marin County
94928,06097,Sonoma County
94929,06041,Marin County
94930,06041,Marin County
94931,06097,Sonoma County
94933,06041,Marin County
94937,06041,Marin County
94938,06041,Marin County
94939,06041,Marin County
94940,06041,Marin County
94941,06041,Marin County
94945,06041,Marin County
94946,06041,Marin County
94947,06041,Marin County
94949,06041,Marin County
94950,06041,Marin County
94951,06097,Sonoma County
94952,06041,Marin County
94954,06097,Sonoma County
94956,06041,Marin County
94957,06041,Marin County
94960,06041,Marin County
94963,06041,Marin County
94964,06041,Marin County
94965,06041,Marin County
94970,06041,Marin County
94971,06041,Marin County
94972,06097,Sonoma County
94973,06041,Marin County
95002,06085,Santa Clara County
95003,06087,Santa Cruz County
95004,06053,Monterey County
95005,06087,Santa Cruz County
95006,06087,Santa Cruz County
95007,06087,Santa Cruz County
95008,06085,Santa Clara County
95010,06087,Santa Cruz County
95012,06053,Monterey County
95013,06085,Santa Clara County
95014,06085,Santa Clara County
95017,06087,Santa Cruz County
95018,06087,Santa Cruz County
95019,06087,Santa Cruz County
95020,06085,Santa Clara County
95023,06069,San Benito County
95030,06085,Santa Clara County
95032,06085,Santa Clara County
95033,06087,Santa Cruz County
95035,06085,Santa Clara County
95037,06085,Santa Clara County
95039,06053,Monterey County
95041,06087,Santa Cruz County
95043,06069,San Benito County
95045,06069,San Benito County
95046,06085,Santa Clara County
95050,06085,Santa Clara County
95051,06085,Santa Clara County
95053,06085,Santa Clara County
95054,06085,Santa Clara County
95060,06087,Santa Cruz County
95062,06087,Santa Cruz County
95064,06087,Santa Cruz County
95065,06087,Santa Cruz County
95066,06087,Santa Cruz County
95070,06085,Santa Clara County
95073,06087,Santa Cruz County
95075,06069,San Benito County
95076,06087,Santa Cruz County
95110,06085,Santa Clara County
95111,06085,Santa Clara County
95112,06085,Santa Clara County
95113,06085,Santa Clara County
95116,06085,Santa Clara County
95117,06085,Santa Clara County
95118,06085,Santa Clara County
95119,06085,Santa Clara County
95120,06085,Santa Clara County
95121,06085,Santa Clara County
95122,06085,Santa Clara County
95123,06085,Santa Clara County
95124,06085,Santa Clara County
95125,06085,Santa Clara County
95126,06085,Santa Clara County
95127,06085,Santa Clara County
95128,06085,Santa Clara County
95129,06085,Santa Clara County
95130,06085,Santa Clara County
95131,06085,Santa Clara County
95132,06085,Santa Clara County
95133,06085,Santa Clara County
95134,06085,Santa Clara County
95135,06085,Santa Clara County
95136,06085,Santa Clara County
95138,06085,Santa Clara County
95139,06085,Santa Clara County
95140,06085,Santa Clara County
95148,06085,Santa Clara County
95202,06077,San Joaquin County
95203,06077,San Joaquin County
95204,06077,San Joaquin County
95205,06077,San Joaquin County
95206,06077,San Joaquin County
95207,06077,San Joaquin County
95209,06077,San Joaquin County
95210,06077,San Joaquin County
95211,06077,San Joaquin County
95212,06077,San Joaquin County
95215,06077,San Joaquin County
95219,06077,San Joaquin County
95220,06077,San Joaquin County
95221,06009,Calaveras County
95222,06009,Calaveras County
95223,06003,Alpine County
95224,06009,Calaveras County
95225,06009,Calaveras County
95226,06009,Calaveras County
95227,06077,San Joaquin County
95228,06009,Calaveras County
95230,06099,Stanislaus County
95231,06077,San Joaquin County
95232,06009,Calaveras County
95233,06009,Calaveras County
95236,06077,San Joaquin County
95237,06077,San Joaquin County
95240,06077,San Joaquin County
95242,06077,San Joaquin County
95245,06009,Calaveras County
95246,06009,Calaveras County
95247,06009,Calaveras County
95248,06009,Calaveras County
95249,06009,Calaveras County
95251,06009,Calaveras County
95252,06009,Calaveras County
95253,06077,San Joaquin County
95254,06009,Calaveras County
95255,06009,Calaveras County
95257,06009,Calaveras County
95258,06077,San Joaquin County
95301,06047,Merced County
95303,06047,Merced County
95304,06077,San Joaquin County
95305,06109,Tuolumne County
95306,06043,Mariposa County
95307,06099,Stanislaus County
95309,06109,Tuolumne County
95310,06109,Tuolumne County
95311,06043,Mariposa County
95312,06047,Merced County
95313,06099,Stanislaus County
95315,06047,Merced County
95316,06099,Stanislaus County
95317,06047,Merced County
95318,06043,Mariposa County
95319,06099,Stanislaus County
95320,06077,San Joaquin County
95321,06109,Tuolumne County
95322,06047,Merced County
95323,06099,Stanislaus County
95324,06047,Merced County
95325,06043,Mariposa County
95326,06099,Stanislaus County
95327,06109,Tuolumne County
95328,06099,Stanislaus County
95329,06109,Tuolumne County
95330,06077,San Joaquin County
95333,06047,Merced County
95334,06047,Merced County
95335,06109,Tuolumne County
95336,06077,San Joaquin County
95337,06077,San Joaquin County
95338,06043,Mariposa County
95340,06047,Merced County
95341,06047,Merced County
95345,06043,Mariposa County
95346,06109,Tuolumne County
95348,06047,Merced County
95350,06099,Stanislaus County
95351,06099,Stanislaus County
95354,06099,Stanislaus County
95355,06099,Stanislaus County
95356,06099,Stanislaus County
95357,06099,Stanislaus County
95358,06099,Stanislaus County
95360,06099,Stanislaus County
95361,06099,Stanislaus County
95363,06099,Stanislaus County
95364,06109,Tuolumne County
95365,06047,Merced County
95366,06077,San Joaquin County
95367,06099,Stanislaus County
95368,06099,Stanislaus County
95369,06047,Merced County
95370,06109,Tuolumne County
95372,06109,Tuolumne County
95374,06047,Merced County
95375,06109,Tuolumne County
95376,06077,San Joaquin County
95377,06077,San Joaquin County
95379,06109,Tuolumne County
95380,06099,Stanislaus County
95382,06099,Stanislaus County
95383,06109,Tuolumne County
95385,06099,Stanislaus County
95386,06099,Stanislaus County
95387,06099,Stanislaus County
95388,06047,Merced County
95389,06043,Mariposa County
95391,06001,Alameda County
95401,06097,Sonoma County
95403,06097,Sonoma County
95404,06097,Sonoma County
95405,06097,Sonoma County
95407,06097,Sonoma County
95409,06097,Sonoma County
95410,06045,Mendocino County
95412,06097,Sonoma County
95415,06045,Mendocino County
95417,06045,Mendocino County
95419,06097,Sonoma County
95420,06045,Mendocino County
95421,06097,Sonoma County
95422,06033,Lake County
95423,06033,Lake County
95425,06097,Sonoma County
95426,06033,Lake County
95427,06045,Mendocino County
95428,06045,Mendocino County
95429,06045,Mendocino County
95430,06097,Sonoma County
95431,06097,Sonoma County
95432,06045,Mendocino County
95435,06033,Lake County
95436,06097,Sonoma County
95437,06045,Mendocino County
95439,06097,Sonoma County
95441,06097,Sonoma County
95442,06097,Sonoma County
95443,06033,Lake County
95444,06097,Sonoma County
95445,06045,Mendocino County
95446,06097,Sonoma County
95448,06097,Sonoma County
95449,06045,Mendocino County
95450,06097,Sonoma County
95451,06033,Lake County
95452,06097,Sonoma County
95453,06033,Lake County
95454,06045,Mendocino County
95456,06045,Mendocino County
95457,06033,Lake County
95458,06033,Lake County
95459,06045,Mendocino County
95460,06045,Mendocino County
95461,06033,Lake County
95462,06097,Sonoma County
95463,06045,Mendocino County
95464,06033,Lake County
95465,06097,Sonoma County
95466,06045,Mendocino County
95467,06033,Lake County
95468,06045,Mendocino County
95469,06045,Mendocino County
95470,06045,Mendocino County
95471,06097,Sonoma County
95472,06097,Sonoma County
95476,06097,Sonoma County
95480,06097,Sonoma County
95482,06045,Mendocino County
95485,06033,Lake County
95486,06097,Sonoma County
95488,06045,Mendocino County
95490,06045,Mendocino County
95492,06097,Sonoma County
95493,06033,Lake County
95494,06045,Mendocino County
95497,06097,Sonoma County
95501,06023,Humboldt County
95503,06023,Humboldt County
95511,06023,Humboldt County
95514,06023,Humboldt County
95519,06023,Humboldt County
95521,06023,Humboldt County
95524,06023,Humboldt County
95525,06023,Humboldt County
95526,06023,Humboldt County
95527,06105,Trinity County
95528,06023,Humboldt County
95531,06015,Del Norte County
95536,06023,Humboldt County
95537,06023,Humboldt County
95538,06015,Del Norte County
95540,06023,Humboldt County
95542,06023,Humboldt County
95543,06015,Del Norte County
95545,06023,Humboldt County
95546,06023,Humboldt County
95547,06023,Humboldt County
95548,06015,Del Norte County
95549,06023,Humboldt County
95550,06023,Humboldt County
95551,06023,Humboldt County
95552,06105,Trinity County
95553,06023,Humboldt County
95554,06023,Humboldt County
95555,06023,Humboldt County
95556,06023,Humboldt County
95558,06023,Humboldt County
95559,06023,Humboldt County
95560,06023,Humboldt County
95562,06023,Humboldt County
95563,06105,Trinity County
95564,06023,Humboldt County
95565,06023,Humboldt County
95567,06015,Del Norte County
95568,06093,Siskiyou County
95569,06023,Humboldt County
95570,06023,Humboldt County
95571,06023,Humboldt County
95573,06023,Humboldt County
95585,06045,Mendocino County
95587,06045,Mendocino County
95589,06023,Humboldt County
95595,06105,Trinity County
95601,06005,Amador County
95602,06061,Placer County
95603,06061,Placer County
95604,06061,Placer County
95605,06113,Yolo County
95606,06113,Yolo County
95607,06113,Yolo County
95608,06067,Sacramento County
95610,06067,Sacramento County
95612,06113,Yolo County
95613,06017,El Dorado County
95614,06017,El Dorado County
95615,06067,Sacramento County
95616,06113,Yolo County
95618,06113,Yolo County
95619,06017,El Dorado County
95620,06095,Solano County
95621,06067,Sacramento County
95623,06017,El Dorado County
95624,06067,Sacramento County
95625,06095,Solano County
95626,06067,Sacramento County
95627,06113,Yolo County
95628,06067,Sacramento County
95629,06005,Amador County
95630,06067,Sacramento County
95631,06061,Placer County
95632,06067,Sacramento County
95633,06017,El Dorado County
95634,06017,El Dorado County
95635,06017,El Dorado County
95636,06017,El Dorado County
95637,06113,Yolo County
95638,06067,Sacramento County
95639,06067,Sacramento County
95640,06005,Amador County
95641,06067,Sacramento County
95642,06005,Amador County
95645,06113,Yolo County
95646,06003,Alpine County
95648,06061,Placer County
95650,06061,Placer County
95651,06017,El Dorado County
95652,06067,Sacramento County
95653,06113,Yolo County
95655,06067,Sacramento County
95658,06061,Placer County
95659,06101,Sutter County
95660,06067,Sacramento County
95661,06061,Placer County
95662,06067,Sacramento County
95663,06061,Placer County
95664,06017,El Dorado County
95665,06005,Amador County
95666,06005,Amador County
95667,06017,El Dorado County
95668,06101,Sutter County
95669,06005,Amador County
95670,06067,Sacramento County
95671,06067,Sacramento County
95672,06017,El Dorado County
95673,06067,Sacramento County
95674,06101,Sutter County
95675,06005,Amador County
95676,06101,Sutter County
95677,06061,Placer County
95678,06061,Placer County
95679,06113,Yolo County
95680,06067,Sacramento County
95681,06061,Placer County
95682,06017,El Dorado County
95683,06067,Sacramento County
95684,06017,El Dorado County
95685,06005,Amador County
95686,06077,San Joaquin County
95687,06095,Solano County
95688,06095,Solano County
95689,06005,Amador County
95690,06067,Sacramento County
95691,06113,Yolo County
95692,06115,Yuba County
95693,06067,Sacramento County
95694,06113,Yolo County
95695,06113,Yolo County
95697,06113,Yolo County
95698,06113,Yolo County
95699,06005,Amador County
95701,06061,Placer County
95703,06061,Placer County
95709,06017,El Dorado County
95713,06061,Placer County
95714,06061,Placer County
95715,06061,Placer County
95717,06061,Placer County
95720,06017,El Dorado County
95721,06017,El Dorado County
95722,06061,Placer County
95726,06017,El Dorado County
95728,06061,Placer County
95735,06017,El Dorado County
95736,06061,Placer County
95742,06067,Sacramento County
95746,06061,Placer County
95747,06061,Placer County
95757,06067,Sacramento County
95758,06067,Sacramento County
95762,06017,El Dorado County
95765,06061,Placer County
95776,06113,Yolo County
95811,06067,Sacramento County
95814,06067,Sacramento County
95815,06067,Sacramento County
95816,06067,Sacramento County
95817,06067,Sacramento County
95818,06067,Sacramento County
95819,06067,Sacramento County
95820,06067,Sacramento County
95821,06067,Sacramento County
95822,06067,Sacramento County
95823,06067,Sacramento County
95824,06067,Sacramento County
95825,06067,Sacramento County
95826,06067,Sacramento County
95827,06067,Sacramento County
95828,06067,Sacramento County
95829,06067,Sacramento County
95830,06067,Sacramento County
95831,06067,Sacramento County
95832,06067,Sacramento County
95833,06067,Sacramento County
95834,06067,Sacramento County
95835,06067,Sacramento County
95837,06067,Sacramento County
95838,06067,Sacramento County
95841,06067,Sacramento County
95842,06067,Sacramento County
95843,06067,Sacramento County
95864,06067,Sacramento County
95901,06115,Yuba County
95903,06115,Yuba County
95910,06091,Sierra County
95912,06011,Colusa County
95913,06021,Glenn County
95914,06007,Butte County
95915,06063,Plumas County
95916,06007,Butte County
95917,06007,Butte County
95918,06115,Yuba County
95919,06115,Yuba County
95920,06021,Glenn County
95922,06115,Yuba County
95923,06063,Plumas County
95925,06115,Yuba County
95926,06007,Butte County
95928,06007,Butte County
95929,06007,Butte County
95930,06007,Butte County
95932,06011,Colusa County
95934,06063,Plumas County
95935,06115,Yuba County
95936,06091,Sierra County
95937,06113,Yolo County
95938,06007,Butte County
95939,06021,Glenn County
95941,06007,Butte County
95942,06007,Butte County
95943,06021,Glenn County
95944,06091,Sierra County
95945,06057,Nevada County
95946,06057,Nevada County
95947,06063,Plumas County
95948,06007,Butte County
95949,06057,Nevada County
95950,06011,Colusa County
95951,06021,Glenn County
95953,06101,Sutter County
95954,06007,Butte County
95955,06011,Colusa County
95956,06063,Plumas County
95957,06101,Sutter County
95958,06007,Butte County
95959,06057,Nevada County
95960,06091,Sierra County
95961,06115,Yuba County
95962,06115,Yuba County
95963,06021,Glenn County
95965,06007,Butte County
95966,06007,Butte County
95968,06007,Butte County
95969,06007,Butte County
95970,06011,Colusa County
95971,06063,Plumas County
95972,06115,Yuba County
95973,06007,Butte County
95974,06007,Butte County
95975,06057,Nevada County
95977,06115,Yuba County
95978,06007,Butte County
95979,06011,Colusa County
95981,06063,Plumas County
95982,06101,Sutter County
95983,06063,Plumas County
95984,06063,Plumas County
95986,06057,Nevada County
95987,06011,Colusa County
95988,06021,Glenn County
95991,06101,Sutter County
95993,06101,Sutter County
96001,06089,Shasta County
96002,06089,Shasta County
96003,06089,Shasta County
96006,06035,Lassen County
96007,06089,Shasta County
96008,06089,Shasta County
96009,06035,Lassen County
96010,06105,Trinity County
96011,06089,Shasta County
96013,06089,Shasta County
96014,06093,Siskiyou County
96015,06049,Modoc County
96016,06089,Shasta County
96017,06089,Shasta County
96019,06089,Shasta County
96020,06063,Plumas County
96021,06103,Tehama County
96022,06103,Tehama County
96023,06093,Siskiyou County
96024,06105,Trinity County
96025,06093,Siskiyou County
96027,06093,Siskiyou County
96028,06089,Shasta County
96029,06103,Tehama County
96031,06093,Siskiyou County
96032,06093,Siskiyou County
96033,06089,Shasta County
96034,06093,Siskiyou County
96035,06103,Tehama County
96037,06093,Siskiyou County
96038,06093,Siskiyou County
96039,06093,Siskiyou County
96040,06089,Shasta County
96041,06105,Trinity County
96044,06093,Siskiyou County
96046,06105,Trinity County
96047,06089,Shasta County
96048,06105,Trinity County
96050,06093,Siskiyou County
96051,06089,Shasta County
96052,06105,Trinity County
96054,06049,Modoc County
96055,06103,Tehama County
96056,06035,Lassen County
96057,06093,Siskiyou County
96058,06093,Siskiyou County
96059,06103,Tehama County
96061,06103,Tehama County
96062,06089,Shasta County
96063,06103,Tehama County
96064,06093,Siskiyou County
96065,06089,Shasta County
96067,06093,Siskiyou County
96068,06035,Lassen County
96069,06089,Shasta County
96071,06089,Shasta County
96073,06089,Shasta County
96074,06103,Tehama County
96075,06103,Tehama County
96076,06105,Trinity County
96078,06103,Tehama County
96080,06103,Tehama County
96084,06089,Shasta County
96085,06093,Siskiyou County
96086,06093,Siskiyou County
96087,06089,Shasta County
96088,06089,Shasta County
96090,06103,Tehama County
96091,06105,Trinity County
96092,06103,Tehama County
96093,06105,Trinity County
96094,06093,Siskiyou County
96096,06089,Shasta County
96097,06093,Siskiyou County
96101,06049,Modoc County
96103,06063,Plumas County
96104,06049,Modoc County
96105,06063,Plumas County
96106,06063,Plumas County
96107,06051,Mono County
96108,06049,Modoc County
96109,06035,Lassen County
96110,06049,Modoc County
96111,06057,Nevada County
96112,06049,Modoc County
96113,06035,Lassen County
96114,06035,Lassen County
96115,06049,Modoc County
96116,06049,Modoc County
96117,06035,Lassen County
96118,06091,Sierra County
96119,06035,Lassen County
96120,06003,Alpine County
96121,06035,Lassen County
96122,06063,Plumas County
96123,06035,Lassen County
96124,06091,Sierra County
96125,06091,Sierra County
96126,06091,Sierra County
96128,06035,Lassen County
96129,06063,Plumas County
96130,06035,Lassen County
96132,06035,Lassen County
96133,06051,Mono County
96134,06049,Modoc County
96135,06063,Plumas County
96136,06035,Lassen County
96137,06035,Lassen County
96140,06061,Placer County
96141,06061,Placer County
96142,06017,El Dorado County
96143,06061,Placer County
96145,06061,Placer County
96146,06061,Placer County
96148,06061,Placer County
96150,06017,El Dorado County
96155,06017,El Dorado County
96161,06057,Nevada County
