zip,county,county_fips,market_id,market_name,state,nielsen_dma_origin,county_population_2023
93962,Monterey County,06053,CA-07,Central Coast,CA,Monterey-Salinas,432000
95003,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95004,Monterey County,06053,CA-07,Central Coast,CA,Monterey-Salinas,432000
95005,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95006,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95007,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95010,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95012,Monterey County,06053,CA-07,Central Coast,CA,Monterey-Salinas,432000
95017,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95018,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95019,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95023,San Benito County,06069,CA-07,Central Coast,CA,Monterey-Salinas,67000
95033,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95039,Monterey County,06053,CA-07,Central Coast,CA,Monterey-Salinas,432000
95041,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95043,San Benito County,06069,CA-07,Central Coast,CA,Monterey-Salinas,67000
95045,San Benito County,06069,CA-07,Central Coast,CA,Monterey-Salinas,67000
95060,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95062,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95064,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95065,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95066,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95073,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
95075,San Benito County,06069,CA-07,Central Coast,CA,Monterey-Salinas,67000
95076,Santa Cruz County,06087,CA-07,Central Coast,CA,Monterey-Salinas,263000
